RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,plot_x,plot_y,cluster
1068102,3707753,sXXXXXXXXXXXX,608,SXXXX,FXXXXX,34,4,0.0,2,1,0,84858.89,0,0,2,DXXXXXX,415,1068102.0,3707753.0,0
9371830,6084842,sXXXXXXXXXXXX,717,SXXXX,MXXX,49,6,109383.51,2,0,0,18652.46,0,0,4,GXXX,301,9371830.0,6084842.0,0
5494158,4759222,sXXXXXXXXXXXX,625,GXXXXXX,MXXX,51,3,119883.51,1,0,0,88498.0,0,0,1,DXXXXXX,626,5494158.0,4759222.0,4
12264671,6254283,sXXXXXXXXXXXX,680,FXXXXX,FXXXXX,24,4,906.76,1,1,0,170088.28,0,0,3,PXXXXXXX,360,1.2264671E7,6254283.0,3
13854405,13934233,sXXXXXXXXXXXX,549,FXXXXX,FXXXXX,50,9,114331.83,1,0,0,167573.94,1,0,2,DXXXXXX,957,1.3854405E7,1.3934233E7,2
3188399,8895417,sXXXXXXXXXXXX,600,FXXXXX,FXXXXX,29,8,1272.33,2,1,0,80404.7,0,0,2,PXXXXXXX,473,3188399.0,8895417.0,3
13381871,13476876,sXXXXXXXXXXXX,672,SXXXX,MXXX,50,3,133408.39,2,1,0,102192.06,0,0,3,GXXX,801,1.3381871E7,1.3476876E7,0
5229733,766061,sXXXXXXXXXXXX,724,FXXXXX,FXXXXX,42,8,137829.77,2,1,0,48532.79,1,0,5,GXXX,562,5229733.0,766061.0,2
16638742,12959394,sXXXXXXXXXXXX,712,FXXXXX,FXXXXX,33,3,0.0,1,1,0,171217.61,0,0,4,DXXXXXX,628,1.6638742E7,1.2959394E7,3
15567177,298274,sXXXXXXXXXXXX,633,FXXXXX,FXXXXX,62,2,122966.33,4,0,0,52740.14,1,0,1,DXXXXXX,235,1.5567177E7,298274.0,2
12572487,2712920,sXXXXXXXXXXXX,609,SXXXX,MXXX,30,9,686.5,2,1,0,68239.91,0,0,2,PXXXXXXX,795,1.2572487E7,2712920.0,0
11062443,2097779,sXXXXXXXXXXXX,501,FXXXXX,MXXX,41,10,129330.03,3,1,0,54915.95,1,0,2,DXXXXXX,974,1.1062443E7,2097779.0,2
4080530,16664699,sXXXXXXXXXXXX,541,SXXXX,MXXX,41,6,130184.87,1,0,0,17147.71,0,0,3,PXXXXXXX,895,4080530.0,1.6664699E7,0
15868786,7541974,sXXXXXXXXXXXX,577,SXXXX,MXXX,31,1,0.0,2,1,0,126093.11,0,0,1,PXXXXXXX,777,1.5868786E7,7541974.0,0
1838920,629244,sXXXXXXXXXXXX,594,FXXXXX,MXXX,22,6,0.0,2,1,0,19704.85,0,0,2,DXXXXXX,702,1838920.0,629244.0,3
9280827,3707464,sXXXXXXXXXXXX,612,SXXXX,FXXXXX,31,9,138972.84,1,0,0,30904.1,0,0,3,DXXXXXX,938,9280827.0,3707464.0,0
13669926,8212667,sXXXXXXXXXXXX,511,SXXXX,FXXXXX,32,8,117623.32,1,0,0,21855.49,0,0,2,GXXX,438,1.3669926E7,8212667.0,0
5218163,5230765,sXXXXXXXXXXXX,522,SXXXX,MXXX,48,5,1141.55,2,0,0,112344.75,0,0,3,DXXXXXX,459,5218163.0,5230765.0,0
623687,11060937,sXXXXXXXXXXXX,523,GXXXXXX,FXXXXX,36,8,131124.47,1,0,0,67729.22,1,0,3,GXXX,672,623687.0,1.1060937E7,1
7806525,7558266,sXXXXXXXXXXXX,528,FXXXXX,FXXXXX,38,3,2081.05,2,1,0,67136.59,1,0,3,PXXXXXXX,338,7806525.0,7558266.0,2
15938504,15557382,sXXXXXXXXXXXX,694,FXXXXX,FXXXXX,34,8,134742.39,1,1,0,49628.09,0,0,4,PXXXXXXX,374,1.5938504E7,1.5557382E7,3
9347969,15068938,sXXXXXXXXXXXX,701,SXXXX,FXXXXX,33,6,1392.0,2,0,0,59562.18,0,0,3,DXXXXXX,314,9347969.0,1.5068938E7,0
1630167,16379503,sXXXXXXXXXXXX,629,SXXXX,FXXXXX,37,3,139041.77,1,0,0,65972.68,0,0,3,PXXXXXXX,860,1630167.0,1.6379503E7,0
13089811,3910803,sXXXXXXXXXXXX,547,SXXXX,MXXX,30,8,102030.77,2,1,0,42979.69,0,0,4,DXXXXXX,780,1.3089811E7,3910803.0,0
1667656,15185331,sXXXXXXXXXXXX,841,GXXXXXX,FXXXXX,27,9,124577.33,2,0,0,2206.14,0,0,3,DXXXXXX,576,1667656.0,1.5185331E7,4
16342460,4730172,sXXXXXXXXXXXX,570,SXXXX,MXXX,25,3,0.0,2,1,0,84552.19,0,0,2,SXXXXX,339,1.634246E7,4730172.0,0
15417830,1576574,sXXXXXXXXXXXX,625,FXXXXX,FXXXXX,27,9,0.0,2,1,0,138573.04,0,0,3,SXXXXX,775,1.541783E7,1576574.0,3
16638391,135667,sXXXXXXXXXXXX,618,GXXXXXX,MXXX,72,10,95859.26,1,0,0,25220.22,1,0,3,DXXXXXX,585,1.6638391E7,135667.0,4
13810466,10551984,sXXXXXXXXXXXX,762,GXXXXXX,MXXX,27,3,132596.23,2,1,0,26619.88,0,0,3,PXXXXXXX,248,1.3810466E7,1.0551984E7,1
2602964,12479530,sXXXXXXXXXXXX,763,SXXXX,FXXXXX,44,5,101047.64,2,0,0,81310.81,0,0,2,PXXXXXXX,439,2602964.0,1.247953E7,0
428849,16268851,sXXXXXXXXXXXX,572,SXXXX,FXXXXX,27,3,150183.51,2,1,0,129961.73,0,0,4,DXXXXXX,449,428849.0,1.6268851E7,0
1520317,9430118,sXXXXXXXXXXXX,613,FXXXXX,FXXXXX,38,10,0.0,2,1,0,64851.5,0,0,2,SXXXXX,924,1520317.0,9430118.0,3
6971098,16392372,sXXXXXXXXXXXX,673,FXXXXX,MXXX,45,6,1509.39,2,1,0,58002.95,0,0,4,SXXXXX,255,6971098.0,1.6392372E7,3
9537382,9939029,sXXXXXXXXXXXX,702,FXXXXX,MXXX,29,4,78679.14,2,0,0,80683.44,0,0,5,GXXX,602,9537382.0,9939029.0,3
8834911,9975817,sXXXXXXXXXXXX,530,FXXXXX,MXXX,36,4,114894.03,2,1,0,186058.04,0,0,3,GXXX,590,8834911.0,9975817.0,3
16523887,619905,sXXXXXXXXXXXX,604,FXXXXX,FXXXXX,32,1,110337.81,1,1,0,104332.4,0,0,4,DXXXXXX,466,1.6523887E7,619905.0,3
4188547,11602655,sXXXXXXXXXXXX,552,SXXXX,MXXX,43,3,113593.19,1,0,0,11534.79,0,0,2,DXXXXXX,464,4188547.0,1.1602655E7,0
9952187,1362358,sXXXXXXXXXXXX,629,GXXXXXX,FXXXXX,57,5,135332.55,1,1,0,74431.17,1,0,3,DXXXXXX,535,9952187.0,1362358.0,4
15229349,739664,sXXXXXXXXXXXX,603,GXXXXXX,FXXXXX,33,3,132569.53,1,0,0,144013.92,1,0,4,DXXXXXX,316,1.5229349E7,739664.0,4
15247866,7710881,sXXXXXXXXXXXX,665,FXXXXX,MXXX,47,8,129567.53,1,0,0,61052.82,0,0,2,SXXXXX,443,1.5247866E7,7710881.0,3
8587163,15261715,sXXXXXXXXXXXX,562,GXXXXXX,MXXX,40,3,117912.27,2,1,0,121787.05,0,0,4,PXXXXXXX,401,8587163.0,1.5261715E7,1
14251303,8220947,sXXXXXXXXXXXX,775,GXXXXXX,FXXXXX,49,3,101769.34,1,1,0,33039.59,1,0,2,GXXX,567,1.4251303E7,8220947.0,1
3889338,14856554,sXXXXXXXXXXXX,613,FXXXXX,FXXXXX,27,6,0.0,2,1,0,122144.47,0,0,2,SXXXXX,821,3889338.0,1.4856554E7,3
8386626,3956510,sXXXXXXXXXXXX,680,GXXXXXX,FXXXXX,54,1,122291.87,1,0,0,154559.15,0,0,3,DXXXXXX,811,8386626.0,3956510.0,4
9855749,691835,sXXXXXXXXXXXX,594,FXXXXX,MXXX,31,5,0.0,2,1,0,137214.67,0,0,2,SXXXXX,281,9855749.0,691835.0,3
118477,5966785,sXXXXXXXXXXXX,850,FXXXXX,MXXX,56,5,114873.07,2,1,0,108132.88,0,0,3,GXXX,352,118477.0,5966785.0,3
10059872,10816012,sXXXXXXXXXXXX,734,FXXXXX,MXXX,26,6,0.0,2,1,0,46847.03,0,0,2,PXXXXXXX,597,1.0059872E7,1.0816012E7,3
3110322,15740630,sXXXXXXXXXXXX,762,FXXXXX,MXXX,58,2,116816.75,4,0,0,88220.41,1,0,1,SXXXXX,331,3110322.0,1.574063E7,2
1281407,615584,sXXXXXXXXXXXX,500,FXXXXX,FXXXXX,53,5,121241.55,3,1,0,44743.83,1,0,4,DXXXXXX,730,1281407.0,615584.0,2
8163701,12747153,sXXXXXXXXXXXX,629,SXXXX,MXXX,46,2,129071.1,2,0,0,170409.35,0,0,3,SXXXXX,548,8163701.0,1.2747153E7,0
10981429,835911,sXXXXXXXXXXXX,577,SXXXX,FXXXXX,28,5,0.0,2,0,0,17841.94,0,0,3,PXXXXXXX,660,1.0981429E7,835911.0,0
12945529,3544508,sXXXXXXXXXXXX,786,FXXXXX,FXXXXX,58,9,136911.91,1,0,0,122711.53,0,0,3,SXXXXX,843,1.2945529E7,3544508.0,3
10135534,7738804,sXXXXXXXXXXXX,791,FXXXXX,FXXXXX,33,8,0.0,2,0,0,62946.69,0,0,3,PXXXXXXX,864,1.0135534E7,7738804.0,3
903408,3491419,sXXXXXXXXXXXX,571,SXXXX,MXXX,30,8,0.0,2,1,0,90741.43,0,0,3,GXXX,945,903408.0,3491419.0,0
9247314,10068869,sXXXXXXXXXXXX,637,FXXXXX,MXXX,33,7,0.0,2,1,0,175413.16,0,0,3,DXXXXXX,918,9247314.0,1.0068869E7,3
3826607,8590221,sXXXXXXXXXXXX,688,GXXXXXX,FXXXXX,60,8,99401.69,3,0,0,42950.21,1,0,4,DXXXXXX,678,3826607.0,8590221.0,4
4612978,10759007,sXXXXXXXXXXXX,681,SXXXX,FXXXXX,36,9,155419.67,2,0,0,108808.77,1,0,2,SXXXXX,389,4612978.0,1.0759007E7,0
3670886,10200946,sXXXXXXXXXXXX,461,FXXXXX,MXXX,52,1,0.0,1,0,0,65665.81,0,0,5,DXXXXXX,769,3670886.0,1.0200946E7,3
8843733,9371755,sXXXXXXXXXXXX,715,SXXXX,FXXXXX,23,5,129149.04,1,1,0,121917.69,0,0,4,PXXXXXXX,417,8843733.0,9371755.0,0
5264500,6703096,sXXXXXXXXXXXX,610,SXXXX,MXXX,39,9,112528.77,2,0,0,131496.44,0,0,3,PXXXXXXX,723,5264500.0,6703096.0,0
2676260,14265446,sXXXXXXXXXXXX,754,SXXXX,FXXXXX,45,5,104774.49,1,1,0,78953.81,0,0,3,DXXXXXX,257,2676260.0,1.4265446E7,0
11125290,3036121,sXXXXXXXXXXXX,624,SXXXX,FXXXXX,42,8,92032.03,1,0,0,144291.63,0,0,5,GXXX,682,1.112529E7,3036121.0,0
7275702,2556419,sXXXXXXXXXXXX,608,GXXXXXX,FXXXXX,48,5,104877.95,2,1,0,75841.58,0,0,5,SXXXXX,652,7275702.0,2556419.0,1
7300699,15029912,sXXXXXXXXXXXX,742,GXXXXXX,FXXXXX,56,8,148282.3,1,1,0,100326.71,0,0,2,GXXX,794,7300699.0,1.5029912E7,1
1303935,4294071,sXXXXXXXXXXXX,833,FXXXXX,MXXX,24,9,101055.51,1,0,0,143804.28,0,0,5,DXXXXXX,567,1303935.0,4294071.0,3
9149359,14116663,sXXXXXXXXXXXX,561,SXXXX,FXXXXX,31,5,130728.07,2,1,0,153923.18,0,0,2,DXXXXXX,530,9149359.0,1.4116663E7,0
15525147,12574444,sXXXXXXXXXXXX,506,FXXXXX,MXXX,64,8,121722.92,4,1,0,92167.64,1,0,5,DXXXXXX,440,1.5525147E7,1.2574444E7,2
12932067,1136888,sXXXXXXXXXXXX,684,SXXXX,MXXX,32,5,112800.51,1,0,0,6293.62,0,0,3,DXXXXXX,856,1.2932067E7,1136888.0,0
1784492,14037203,sXXXXXXXXXXXX,633,SXXXX,FXXXXX,26,8,0.0,2,1,0,106506.03,0,0,5,PXXXXXXX,785,1784492.0,1.4037203E7,0
628297,6819752,sXXXXXXXXXXXX,790,FXXXXX,FXXXXX,36,2,107262.95,2,0,0,53044.43,1,0,5,SXXXXX,866,628297.0,6819752.0,2
10646259,2580429,sXXXXXXXXXXXX,535,GXXXXXX,FXXXXX,52,10,148866.35,1,0,0,52623.15,1,0,2,SXXXXX,852,1.0646259E7,2580429.0,1
16579279,15741173,sXXXXXXXXXXXX,531,SXXXX,FXXXXX,32,5,4.61,2,1,0,168421.18,0,0,2,DXXXXXX,657,1.6579279E7,1.5741173E7,0
6342254,10502774,sXXXXXXXXXXXX,589,FXXXXX,FXXXXX,27,7,110118.52,2,0,0,121485.58,0,0,4,SXXXXX,764,6342254.0,1.0502774E7,3
7940406,3030974,sXXXXXXXXXXXX,598,FXXXXX,FXXXXX,34,9,135514.09,2,0,0,7989.06,0,0,1,GXXX,296,7940406.0,3030974.0,3
4706514,12227100,sXXXXXXXXXXXX,767,SXXXX,FXXXXX,54,3,133352.57,2,1,0,78561.98,0,0,3,PXXXXXXX,677,4706514.0,1.22271E7,0
9181086,1584787,sXXXXXXXXXXXX,659,GXXXXXX,MXXX,32,1,0.0,1,1,0,84088.75,0,0,3,DXXXXXX,508,9181086.0,1584787.0,4
14325920,10372340,sXXXXXXXXXXXX,762,FXXXXX,FXXXXX,21,5,761.1,2,0,0,43017.99,0,0,5,GXXX,715,1.432592E7,1.037234E7,3
10018054,14657352,sXXXXXXXXXXXX,820,SXXXX,FXXXXX,31,4,112422.04,2,1,0,136981.48,0,0,3,DXXXXXX,516,1.0018054E7,1.4657352E7,0
2311739,5170878,sXXXXXXXXXXXX,512,GXXXXXX,FXXXXX,41,3,132912.38,1,1,0,91149.98,0,0,2,DXXXXXX,346,2311739.0,5170878.0,4
13646867,7916170,sXXXXXXXXXXXX,687,GXXXXXX,MXXX,24,5,1278.39,2,0,0,116136.58,0,0,1,SXXXXX,438,1.3646867E7,7916170.0,1
12354188,3022216,sXXXXXXXXXXXX,731,GXXXXXX,MXXX,50,8,138249.09,4,1,0,186332.11,1,0,4,DXXXXXX,795,1.2354188E7,3022216.0,4
8364847,8272491,sXXXXXXXXXXXX,721,GXXXXXX,FXXXXX,55,5,96271.02,3,0,0,127695.44,1,0,5,SXXXXX,309,8364847.0,8272491.0,1
1146565,13390881,sXXXXXXXXXXXX,642,GXXXXXX,FXXXXX,46,2,125465.76,2,1,0,187786.05,0,0,1,DXXXXXX,589,1146565.0,1.3390881E7,4
6026337,13607753,sXXXXXXXXXXXX,643,SXXXX,MXXX,25,5,0.0,1,0,0,106945.19,0,0,3,SXXXXX,696,6026337.0,1.3607753E7,0
13823193,7004261,sXXXXXXXXXXXX,528,GXXXXXX,FXXXXX,49,8,115510.79,2,0,0,50864.65,1,0,4,SXXXXX,927,1.3823193E7,7004261.0,1
4709121,14112851,sXXXXXXXXXXXX,690,FXXXXX,FXXXXX,49,6,123622.16,1,1,0,182529.14,1,0,5,PXXXXXXX,951,4709121.0,1.4112851E7,2
11838157,13266154,sXXXXXXXXXXXX,778,GXXXXXX,FXXXXX,25,1,145713.94,1,1,0,137180.81,0,0,3,GXXX,854,1.1838157E7,1.3266154E7,1
14772634,5593100,sXXXXXXXXXXXX,741,FXXXXX,FXXXXX,39,1,810.1,2,0,0,89706.06,1,0,3,PXXXXXXX,489,1.4772634E7,5593100.0,2
13438338,6841688,sXXXXXXXXXXXX,539,SXXXX,MXXX,24,8,0.0,2,1,0,92983.99,0,0,3,DXXXXXX,703,1.3438338E7,6841688.0,0
10261891,7838126,sXXXXXXXXXXXX,703,SXXXX,MXXX,40,8,92473.62,1,0,0,50718.3,0,0,3,DXXXXXX,339,1.0261891E7,7838126.0,0
1733959,7109505,sXXXXXXXXXXXX,501,GXXXXXX,MXXX,39,8,143806.58,1,1,0,6065.05,0,0,3,DXXXXXX,747,1733959.0,7109505.0,4
9975971,11894670,sXXXXXXXXXXXX,763,SXXXX,FXXXXX,42,2,470.01,2,1,0,47119.78,0,0,3,PXXXXXXX,523,9975971.0,1.189467E7,0
9813270,1272714,sXXXXXXXXXXXX,520,FXXXXX,FXXXXX,47,5,98863.8,1,0,0,39048.92,1,0,1,PXXXXXXX,565,9813270.0,1272714.0,2
14581072,3970367,sXXXXXXXXXXXX,784,SXXXX,MXXX,49,8,0.0,2,1,0,58289.46,0,0,5,DXXXXXX,568,1.4581072E7,3970367.0,0
3921242,9360352,sXXXXXXXXXXXX,654,SXXXX,MXXX,40,8,127231.13,2,0,0,49392.85,0,0,2,GXXX,433,3921242.0,9360352.0,0
628108,10949128,sXXXXXXXXXXXX,577,FXXXXX,MXXX,41,6,0.0,2,1,0,18999.05,0,0,2,DXXXXXX,621,628108.0,1.0949128E7,3
9326460,13033155,sXXXXXXXXXXXX,519,SXXXX,FXXXXX,45,2,127624.46,1,0,0,184661.26,0,0,2,PXXXXXXX,650,9326460.0,1.3033155E7,0
14429278,3121337,sXXXXXXXXXXXX,565,FXXXXX,MXXX,46,10,0.0,2,1,0,28329.01,0,0,3,PXXXXXXX,875,1.4429278E7,3121337.0,3
13382789,9570823,sXXXXXXXXXXXX,782,FXXXXX,FXXXXX,52,3,0.0,2,0,0,172661.69,0,0,5,PXXXXXXX,485,1.3382789E7,9570823.0,3
10109394,12917196,sXXXXXXXXXXXX,620,SXXXX,MXXX,23,1,135645.86,3,0,0,146545.14,0,0,4,SXXXXX,327,1.0109394E7,1.2917196E7,0
11203400,12885714,sXXXXXXXXXXXX,633,FXXXXX,MXXX,48,10,132315.19,3,0,0,87807.22,1,0,5,DXXXXXX,967,1.12034E7,1.2885714E7,2
7528458,236041,sXXXXXXXXXXXX,605,SXXXX,MXXX,28,8,0.0,2,0,0,172336.97,0,0,1,PXXXXXXX,817,7528458.0,236041.0,0
3898291,14923225,sXXXXXXXXXXXX,800,GXXXXXX,FXXXXX,37,5,80259.71,1,1,0,75699.01,0,0,2,SXXXXX,408,3898291.0,1.4923225E7,1
212191,3299321,sXXXXXXXXXXXX,598,FXXXXX,MXXX,31,4,1069.5,2,1,0,34780.3,0,0,2,DXXXXXX,784,212191.0,3299321.0,3
15712375,13364833,sXXXXXXXXXXXX,623,GXXXXXX,MXXX,32,6,150142.19,2,1,0,32951.87,0,0,3,DXXXXXX,356,1.5712375E7,1.3364833E7,4
7996838,11061301,sXXXXXXXXXXXX,595,SXXXX,FXXXXX,44,2,93877.82,2,0,0,175633.37,0,0,5,PXXXXXXX,484,7996838.0,1.1061301E7,0
12943272,859728,sXXXXXXXXXXXX,530,FXXXXX,FXXXXX,43,8,139590.0,3,0,0,86938.87,1,0,4,DXXXXXX,688,1.2943272E7,859728.0,2
6890511,8958917,sXXXXXXXXXXXX,504,FXXXXX,FXXXXX,45,10,156112.62,3,0,0,93976.47,1,0,5,SXXXXX,467,6890511.0,8958917.0,2
10343890,15113312,sXXXXXXXXXXXX,700,GXXXXXX,FXXXXX,40,8,99206.23,1,0,0,181380.56,0,0,2,DXXXXXX,361,1.034389E7,1.5113312E7,4
1999092,6419480,sXXXXXXXXXXXX,730,SXXXX,MXXX,27,7,146153.56,2,1,0,156502.81,0,0,2,DXXXXXX,481,1999092.0,6419480.0,0
8306526,11916876,sXXXXXXXXXXXX,527,SXXXX,FXXXXX,30,5,7.22,2,1,0,130739.99,0,0,3,SXXXXX,878,8306526.0,1.1916876E7,0
6605591,8389296,sXXXXXXXXXXXX,776,SXXXX,MXXX,38,5,140787.71,1,1,0,157049.14,0,0,3,PXXXXXXX,325,6605591.0,8389296.0,0
2750470,5764082,sXXXXXXXXXXXX,654,SXXXX,FXXXXX,26,8,0.0,2,0,0,96073.79,0,0,3,DXXXXXX,971,2750470.0,5764082.0,0
5637003,11306954,sXXXXXXXXXXXX,574,SXXXX,FXXXXX,28,1,0.0,1,0,0,170386.35,0,0,3,SXXXXX,474,5637003.0,1.1306954E7,0
7226813,1225695,sXXXXXXXXXXXX,511,GXXXXXX,FXXXXX,61,2,1328.55,1,1,0,170313.13,0,0,4,PXXXXXXX,464,7226813.0,1225695.0,1
8760003,5682810,sXXXXXXXXXXXX,784,SXXXX,FXXXXX,52,2,0.0,1,1,0,23081.16,1,0,4,DXXXXXX,891,8760003.0,5682810.0,0
6172732,5080305,sXXXXXXXXXXXX,733,GXXXXXX,FXXXXX,30,5,128984.66,2,1,0,132425.0,0,0,1,SXXXXX,947,6172732.0,5080305.0,1
4371169,5640458,sXXXXXXXXXXXX,609,GXXXXXX,FXXXXX,50,7,106967.83,1,1,0,63637.37,0,0,3,DXXXXXX,554,4371169.0,5640458.0,4
1197607,1944220,sXXXXXXXXXXXX,676,SXXXX,FXXXXX,59,4,139513.97,2,1,0,137706.32,0,0,2,PXXXXXXX,504,1197607.0,1944220.0,0
3827792,5216613,sXXXXXXXXXXXX,658,FXXXXX,MXXX,54,4,85957.38,2,1,0,124592.98,1,0,3,PXXXXXXX,309,3827792.0,5216613.0,2
10707113,8721596,sXXXXXXXXXXXX,580,GXXXXXX,MXXX,49,4,108835.88,1,1,0,157218.7,1,0,1,DXXXXXX,510,1.0707113E7,8721596.0,4
14199910,3494964,sXXXXXXXXXXXX,643,SXXXX,MXXX,22,5,1332.07,2,0,0,101202.1,0,0,3,PXXXXXXX,867,1.419991E7,3494964.0,0
6098223,8453019,sXXXXXXXXXXXX,672,GXXXXXX,FXXXXX,48,3,134516.34,1,1,0,55128.35,0,0,4,GXXX,307,6098223.0,8453019.0,1
15803739,6567757,sXXXXXXXXXXXX,716,GXXXXXX,FXXXXX,53,1,125532.05,3,1,0,167546.96,1,0,4,DXXXXXX,657,1.5803739E7,6567757.0,4
10891947,4354493,sXXXXXXXXXXXX,535,GXXXXXX,FXXXXX,25,7,0.0,1,1,0,34904.77,0,0,1,GXXX,780,1.0891947E7,4354493.0,1
2364844,2709854,sXXXXXXXXXXXX,569,GXXXXXX,FXXXXX,29,1,110142.38,1,1,0,23810.28,0,0,1,GXXX,256,2364844.0,2709854.0,1
16081387,5098455,sXXXXXXXXXXXX,546,FXXXXX,FXXXXX,50,5,2683.9,2,0,0,21559.78,1,0,2,GXXX,962,1.6081387E7,5098455.0,2
10971074,14618025,sXXXXXXXXXXXX,743,FXXXXX,FXXXXX,39,5,909.89,2,0,0,199992.48,0,0,2,SXXXXX,657,1.0971074E7,1.4618025E7,3
12333953,3244696,sXXXXXXXXXXXX,731,FXXXXX,FXXXXX,52,8,139720.84,1,1,0,104368.69,0,0,4,GXXX,674,1.2333953E7,3244696.0,3
5631992,5402929,sXXXXXXXXXXXX,527,FXXXXX,FXXXXX,33,5,0.0,2,0,0,110548.91,0,0,4,GXXX,262,5631992.0,5402929.0,3
5011140,7820227,sXXXXXXXXXXXX,664,GXXXXXX,FXXXXX,54,8,156919.11,1,1,0,68860.6,1,0,4,DXXXXXX,498,5011140.0,7820227.0,4
13132798,10432116,sXXXXXXXXXXXX,626,GXXXXXX,FXXXXX,26,9,98945.17,2,1,0,97497.91,0,0,1,GXXX,280,1.3132798E7,1.0432116E7,1
6650716,11673173,sXXXXXXXXXXXX,770,SXXXX,MXXX,24,3,0.0,2,1,0,56177.6,0,0,5,SXXXXX,253,6650716.0,1.1673173E7,0
11215665,7969309,sXXXXXXXXXXXX,737,GXXXXXX,FXXXXX,49,9,144834.07,1,0,0,91255.46,1,0,4,GXXX,307,1.1215665E7,7969309.0,1
5140229,13370065,sXXXXXXXXXXXX,719,GXXXXXX,FXXXXX,31,9,0.0,2,1,0,104401.04,0,0,5,GXXX,535,5140229.0,1.3370065E7,1
5651879,8340890,sXXXXXXXXXXXX,834,GXXXXXX,FXXXXX,60,4,114258.31,1,1,0,175263.01,1,0,4,DXXXXXX,300,5651879.0,8340890.0,4
15146512,10215060,sXXXXXXXXXXXX,683,FXXXXX,FXXXXX,45,4,124373.3,2,0,0,65854.0,1,0,5,SXXXXX,468,1.5146512E7,1.021506E7,2
7261133,11669574,sXXXXXXXXXXXX,806,SXXXX,FXXXXX,70,9,132187.87,1,1,0,128154.75,1,0,4,PXXXXXXX,461,7261133.0,1.1669574E7,0
4648436,6524170,sXXXXXXXXXXXX,673,SXXXX,MXXX,40,3,93166.38,1,0,0,48865.11,0,0,3,DXXXXXX,751,4648436.0,6524170.0,0
10678247,1942166,sXXXXXXXXXXXX,542,SXXXX,FXXXXX,43,2,0.0,2,1,0,166797.3,0,0,4,GXXX,551,1.0678247E7,1942166.0,0
13439474,11847161,sXXXXXXXXXXXX,787,SXXXX,FXXXXX,54,1,123724.66,2,0,0,111959.3,0,0,1,DXXXXXX,560,1.3439474E7,1.1847161E7,0
6666720,15921420,sXXXXXXXXXXXX,594,SXXXX,MXXX,61,7,141927.63,1,0,0,174589.77,0,0,3,PXXXXXXX,897,6666720.0,1.592142E7,0
7085243,13587977,sXXXXXXXXXXXX,704,SXXXX,FXXXXX,32,5,0.0,2,0,0,69127.1,0,0,3,GXXX,769,7085243.0,1.3587977E7,0
14085042,6794527,sXXXXXXXXXXXX,688,SXXXX,FXXXXX,24,5,2024.47,2,0,0,71906.05,0,0,3,DXXXXXX,928,1.4085042E7,6794527.0,0
15110818,273373,sXXXXXXXXXXXX,850,GXXXXXX,FXXXXX,38,9,278.28,2,0,0,46012.93,0,0,5,PXXXXXXX,648,1.5110818E7,273373.0,1
14606939,8215448,sXXXXXXXXXXXX,529,SXXXX,FXXXXX,39,7,132512.52,1,0,0,146802.54,0,0,3,DXXXXXX,610,1.4606939E7,8215448.0,0
2850265,13503636,sXXXXXXXXXXXX,511,FXXXXX,FXXXXX,42,10,106140.77,3,0,0,61661.63,1,0,3,PXXXXXXX,807,2850265.0,1.3503636E7,2
12431538,13419917,sXXXXXXXXXXXX,631,SXXXX,MXXX,33,5,125083.98,2,0,0,56820.33,0,0,3,DXXXXXX,451,1.2431538E7,1.3419917E7,0
16592477,6883904,sXXXXXXXXXXXX,701,FXXXXX,MXXX,38,3,97062.8,1,1,0,66281.76,0,0,4,PXXXXXXX,639,1.6592477E7,6883904.0,3
2714626,4328670,sXXXXXXXXXXXX,573,SXXXX,FXXXXX,47,8,0.0,2,0,0,84229.98,0,0,2,PXXXXXXX,578,2714626.0,4328670.0,0
12033606,7668729,sXXXXXXXXXXXX,667,GXXXXXX,FXXXXX,68,9,135708.43,2,0,0,167032.37,0,0,3,GXXX,392,1.2033606E7,7668729.0,1
14956866,8397392,sXXXXXXXXXXXX,517,FXXXXX,FXXXXX,51,0,147818.95,4,0,0,30094.55,1,0,1,DXXXXXX,903,1.4956866E7,8397392.0,2
5530009,13511932,sXXXXXXXXXXXX,633,SXXXX,MXXX,40,9,100077.85,2,1,0,79490.95,0,0,4,PXXXXXXX,472,5530009.0,1.3511932E7,0
11865379,6846963,sXXXXXXXXXXXX,704,SXXXX,MXXX,39,1,102809.32,2,0,0,139948.77,0,0,3,DXXXXXX,467,1.1865379E7,6846963.0,0
16352384,7338246,sXXXXXXXXXXXX,724,SXXXX,MXXX,34,9,0.0,2,1,0,117913.38,0,0,1,DXXXXXX,212,1.6352384E7,7338246.0,0
4804357,15433930,sXXXXXXXXXXXX,567,FXXXXX,MXXX,33,8,132994.4,1,1,0,72536.58,1,0,4,SXXXXX,918,4804357.0,1.543393E7,2
11795455,5364011,sXXXXXXXXXXXX,773,FXXXXX,MXXX,47,5,118448.8,1,0,0,45270.68,1,0,3,DXXXXXX,389,1.1795455E7,5364011.0,2
6676608,6729924,sXXXXXXXXXXXX,686,FXXXXX,MXXX,38,9,414.65,1,0,0,190567.28,1,0,4,PXXXXXXX,379,6676608.0,6729924.0,2
